 8.0 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5
 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5 20.0
                        
16 16 16 18 21 23 20 12 12 8 1 3 8 4 4 11 11 14 15 20 14 8 13 15 4
17 13 19 14 20 29 13 12 11 5 7 3 2 7 7 14 13 13 16 20 15 12 16 10 1
18 12 12 16 17 9 16 22 8 8 2 2 6 3 3 10 15 19 15 8 15 16 3 2 1
19 10 18 19 17 20 18 11 14 6 4 7 2 3 5 15 11 15 14 16 13 15 12 6 6
20 10 13 20 13 16 17 18 11 9 10 2 2 6 6 7 11 9 11 24 16 17 6 8 6
21 13 14 25 16 18 12 10 16 3 7 6 4 3 7 15 14 13 12 17 10 11 9 16 9
22 12 10 15 19 19 15 9 10 6 7 3 6 5 12 15 12 9 15 19 18 7 11 7 5
23 5 17 21 16 14 14 19 10 7 0 6 8 3 6 11 17 20 17 13 18 8 9 9 1
24 9 21 22 26 14 10 13 13 8 4 9 9 5 5 7 11 18 16 14 14 17 11 9 8
25 12 10 19 22 15 12 18 11 7 4 4 3 2 9 9 10 15 12 14 12 14 8 7 7
26 3 20 17 30 19 25 16 8 6 4 4 5 5 7 9 9 16 15 16 15 13 7 12 6
27 7 16 25 21 20 11 12 16 5 6 6 3 4 9 9 14 13 15 13 8 10 11 3 3
28 6 13 14 27 20 21 10 7 6 5 4 4 11 13 12 13 22 18 17 16 9 7 6 9
29 8 13 16 14 18 13 19 8 11 4 4 4 8 11 9 9 19 9 14 15 18 9 8 7
30 7 13 19 18 19 20 14 8 4 5 3 6 7 3 16 11 11 13 10 22 9 13 7 6
31 11 14 15 25 13 20 16 14 7 12 6 6 2 4 12 9 19 15 8 12 14 7 6 5
32 13 12 16 26 22 19 19 10 8 4 6 3 7 8 9 12 22 14 22 19 11 11 7 6
33 5 15 14 28 20 17 15 8 7 2 1 4 8 8 13 3 10 19 7 18 10 8 8 4
34 11 17 12 18 19 18 17 9 3 3 4 4 4 9 12 18 12 10 13 15 20 8 4 6
35 12 16 17 18 16 16 16 17 3 5 4 6 4 5 18 15 16 17 17 12 12 11 11 2
36 15 13 23 27 19 8 13 11 7 2 6 2 5 8 11 11 11 8 13 19 13 12 9 3
37 9 11 19 21 25 14 11 10 6 6 6 8 5 4 13 14 17 15 17 22 15 6 8 9
38 12 8 10 22 21 15 17 12 5 8 3 5 9 11 3 13 13 13 17 15 16 7 7 5
39 11 18 15 26 21 18 15 7 9 9 5 8 9 4 13 15 15 5 23 17 16 12 4 9
40 7 11 21 24 24 28 12 7 4 7 4 2 4 10 9 12 12 16 11 17 11 4 11 10
41 11 17 17 19 27 16 13 7 5 7 5 3 5 7 13 10 15 15 21 13 8 11 8 9
42 15 18 21 24 16 14 14 7 10 5 2 4 6 7 12 11 11 18 16 19 12 5 13 4
43 9 17 20 22 16 33 17 10 10 2 3 6 3 10 10 12 10 16 22 16 9 8 9 7
44 9 19 24 23 23 16 14 19 8 7 4 9 6 8 11 10 17 16 17 11 13 10 8 3
45 7 18 19 19 22 15 14 6 6 3 5 9 12 11 11 19 17 13 18 9 12 17 3 4
46 13 10 21 18 21 17 24 7 12 4 5 2 5 8 11 12 14 19 15 15 14 12 12 3
47 10 9 23 20 19 19 13 14 6 4 4 8 8 12 6 15 13 24 17 14 12 16 8 3
48 11 19 17 21 21 15 14 13 3 3 4 11 7 9 12 11 12 8 19 12 9 13 15 6
49 9 13 13 19 16 10 7 13 5 2 4 7 7 3 13 12 14 12 15 20 16 7 8 6
50 12 10 20 14 19 24 18 11 4 5 5 7 10 10 8 9 13 10 7 21 16 11 6 8
51 8 15 17 16 16 18 18 13 10 6 6 8 6 3 10 20 12 14 13 12 18 5 7 8
52 9 15 22 13 19 15 8 10 4 6 4 3 9 6 9 12 18 20 9 13 17 10 14 5
53 8 20 20 19 19 25 11 11 8 6 3 4 8 9 4 15 8 19 16 9 18 15 9 10
54 11 15 16 22 19 21 9 9 4 4 2 4 6 10 13 7 10 12 19 15 14 7 12 7
55 16 16 12 22 21 14 12 10 6 2 5 3 7 10 13 10 13 12 16 15 8 9 6 3
56 4 15 17 13 14 15 12 6 7 6 3 3 1 12 7 15 14 16 11 11 12 14 6 6
57 6 17 20 18 19 13 16 14 5 2 5 5 6 11 11 16 10 16 14 21 9 10 8 5
58 15 15 15 22 17 20 16 11 8 7 4 6 5 7 8 10 13 13 14 11 13 9 6 10
59 7 13 9 19 20 12 13 10 4 5 4 5 7 8 9 15 14 16 10 16 13 16 8 5
60 13 23 19 24 19 15 12 9 5 6 2 4 10 7 7 8 9 18 9 23 14 11 11 5
61 11 11 20 21 22 19 20 6 10 5 1 3 6 13 7 16 11 18 15 10 12 7 9 9
62 15 18 13 23 20 16 16 15 10 3 8 4 9 9 8 13 11 15 17 19 12 9 6 4
63 15 13 23 16 26 11 17 8 6 8 1 3 7 4 16 16 11 21 11 14 16 10 14 7
64 10 11 16 22 21 10 18 4 10 5 3 4 5 5 13 14 14 14 11 12 17 6 7 7
65 10 15 16 13 19 15 12 14 5 2 5 4 4 3 10 12 13 15 13 15 6 13 7 6
66 10 18 14 18 13 15 18 19 6 5 6 2 5 2 6 8 16 18 14 20 12 13 4 9
67 4 16 21 20 18 18 14 14 5 4 2 3 6 7 10 12 9 7 24 14 15 16 6 7
68 10 6 15 20 25 16 11 11 7 6 6 6 8 7 12 13 20 16 17 14 11 10 8 6
69 8 17 18 16 14 16 24 7 6 10 3 5 5 9 9 11 21 11 17 11 8 7 13 9
70 10 20 12 23 17 17 24 11 5 2 1 2 5 7 12 17 18 14 8 16 14 11 5 5
71 9 16 17 18 24 15 12 12 3 2 7 10 5 12 7 12 14 20 12 19 11 11 9 7
72 7 12 17 18 21 23 9 14 7 4 2 11 8 9 9 7 24 13 11 14 12 8 8 8
73 10 13 21 15 16 12 16 13 6 8 4 3 7 8 6 12 15 15 18 15 16 9 9 5
74 14 16 12 23 17 19 18 22 5 3 9 7 7 8 7 16 10 15 17 18 17 14 7 4
75 11 16 14 18 20 20 16 16 9 5 6 5 3 15 11 13 9 17 16 12 14 7 10 3
76 10 10 21 22 24 21 15 10 9 4 5 7 4 6 11 13 16 17 9 15 17 11 12 3
77 10 15 13 18 15 16 13 6 9 7 1 4 8 8 8 9 16 8 11 19 9 14 6 7
78 8 19 15 22 19 15 14 9 4 5 3 3 9 3 11 14 15 14 10 9 16 3 6 9
79 8 13 19 17 21 13 19 8 9 5 2 3 5 5 4 9 14 9 15 14 10 14 11 7
80 19 14 20 25 19 14 15 13 6 7 3 2 7 9 11 15 12 17 9 12 9 11 10 9
81 11 10 18 26 26 17 12 10 5 7 7 3 5 9 14 9 10 10 13 16 11 9 10 6
82 6 16 16 15 17 13 17 18 7 2 5 3 5 7 9 17 13 7 11 14 12 8 10 11
83 3 16 20 23 18 19 12 10 5 10 1 2 6 10 11 12 22 19 12 15 9 9 8 3
84 12 18 12 25 25 14 11 6 6 12 2 2 6 11 11 11 10 17 14 13 16 7 7 4
85 5 12 13 12 15 23 20 10 5 6 5 2 6 11 10 14 15 18 16 17 13 13 7 7
86 13 11 17 25 18 18 15 10 5 2 3 7 9 9 7 12 14 17 14 20 11 14 7 2
87 10 18 28 24 18 19 15 11 7 8 4 2 5 4 13 14 17 23 14 20 15 10 15 7
88 12 10 17 14 19 14 18 7 9 9 4 2 7 4 8 9 9 11 14 9 20 20 9 3
89 2 10 19 25 12 20 12 13 8 5 4 8 11 9 9 11 14 12 14 17 17 7 10 9
90 15 20 20 20 21 21 21 8 9 1 3 3 5 5 17 15 10 15 12 13 14 9 7 4
91 7 21 22 18 24 16 17 10 9 5 3 4 6 6 10 21 21 13 11 19 12 10 5 8
92 8 16 20 20 19 16 14 10 3 5 3 0 6 11 14 8 13 15 13 15 13 11 4 10
93 15 25 18 19 17 19 18 8 8 4 3 10 5 10 12 15 18 22 19 18 14 9 8 8
94 8 12 16 20 29 22 13 12 9 4 3 5 10 6 10 15 11 12 8 16 15 10 10 2
95 9 11 16 18 18 18 15 9 10 8 2 7 2 7 7 12 8 16 10 10 20 9 8 7
96 10 13 21 31 22 12 9 12 16 7 3 5 5 9 8 9 11 15 12 14 19 6 7 10
97 12 15 18 18 16 16 9 11 7 5 9 4 6 11 9 14 16 13 13 13 13 6 5 3
98 10 9 24 22 21 19 12 12 6 5 3 5 7 3 11 11 11 12 15 22 17 10 7 8
99 9 20 23 18 12 13 14 10 6 2 4 3 7 10 8 9 9 17 17 13 15 12 10 6
